10_8,How does water freeze.,Why is Antarctica so cold.,How cold is the water underneath the ice.,water freeze  antarctica cold cold water underneath ice 
10_9,How does water freeze.,How cold is the water underneath the ice.,What is the biggest town.,water freeze  cold water underneath ice biggest town 
11_1,What are futuristic designs.,What are futuristic designs.,What are futuristic designs.,  futuristic designs    futuristic designs   futuristic designs 
11_2,What are futuristic designs.,What are futuristic designs.,How did this become a new trend.,  futuristic designs    futuristic designs trend 
11_3,What are futuristic designs.,How did this become a new trend.,Why are most of the constructions inspired by futuristic designs.,  futuristic designs  trend constructions inspired futuristic designs  
11_4,What are futuristic designs.,Why are most of the constructions inspired by futuristic designs.,What are the different domains where such designs have been adapted.,  futuristic designs  constructions inspired futuristic designs  domains futuristic designs   adapted 
11_5,What are futuristic designs.,What are the different domains where such designs have been adapted.,How has it affected technology.,  futuristic designs  domains futuristic designs   adapted affected technology 
11_6,What are futuristic designs.,How has it affected technology.,How have the different giants in the business responded to this.,  futuristic designs  affected technology giants business responded 
11_7,What are futuristic designs.,How have the different giants in the business responded to this.,Has this introduction led to increase in business.,  futuristic designs  giants business responded introduction led increase business 
11_8,What are futuristic designs.,Has this introduction led to increase in business.,If designs are already futuristic  how will this change in the future.,  futuristic designs  introduction led increase business designs futuristic  increase  future 
12_1,What is a good age to get LASIK.,What is a good age to get LASIK.,What is a good age to get LASIK.,good age lasik  good age lasik good age lasik 
12_2,What is a good age to get LASIK.,What is a good age to get LASIK.,Give me a short description of the procedure.,good age lasik  good age lasik give short description procedure 
12_3,What is a good age to get LASIK.,Give me a short description of the procedure.,What are a short description of the procedure benefits.,good age lasik  give short description procedure procedure benefits 
12_4,What is a good age to get LASIK.,What are a short description of the procedure benefits.,What are the risks.,good age lasik  procedure benefits risks 
12_5,What is a good age to get LASIK.,What are the risks.,Describe experiences of some people who had it done.,good age lasik  risks describe experiences people procedure 
12_6,What is a good age to get LASIK.,Describe experiences of some people who had it done.,Are there any good alternatives to it.,good age lasik  describe experiences people procedure good alternatives procedure 
12_7,What is a good age to get LASIK.,Are there any good alternatives to it.,What is it success rate.,good age lasik  good alternatives procedure procedure success rate 
12_8,What is a good age to get LASIK.,What is it success rate.,Once its's done  what kind of precautions do I need to take.,good age lasik  procedure success rate procedure  kind precautions 
12_9,What is a good age to get LASIK.,Once its's done  what kind of precautions do I need to take.,Does the effect wear off with age.,good age lasik  procedure  kind precautions effect wear age 
13_1,What is tofu exactly.,What is tofu exactly.,What is tofu exactly.,tofu  tofu tofu 
13_2,What is tofu exactly.,What is tofu exactly.,How is it made.,tofu  tofu made 
13_3,What is tofu exactly.,How is it made.,What are it origins.,tofu  made origins 
13_4,What is tofu exactly.,What are it origins.,What is the best.,tofu  origins tofu 
13_5,What is tofu exactly.,What is the best.,Is it a kind of cheese.,tofu  tofu kind cheese 
13_6,What is tofu exactly.,Is it a kind of cheese.,Can I eat it raw.,tofu  kind cheese eat raw 
13_7,What is tofu exactly.,Can I eat it raw.,What are common ways to cook it.,tofu  eat raw common ways cook 
13_8,What is tofu exactly.,What are common ways to cook it.,In what cuisines is it popular.,tofu  common ways cook cuisines popular 
13_9,What is tofu exactly.,In what cuisines is it popular.,Is it good for you.,tofu  cuisines popular tofu good 
13_10,What is tofu exactly.,Is it good for you.,Can it make you sick.,tofu  tofu good make sick 
13_11,What is tofu exactly.,Can it make you sick.,Is too much of it bad for you.,tofu  make sick tofu bad 
14_1,What are scalable data center network architectures.,What are scalable data center network architectures.,What are scalable data center network architectures.,scalable data center network architectures  scalable data center network architectures scalable data center network architectures 
14_2,What are scalable data center network architectures.,What are scalable data center network architectures.,What are some examples.,scalable data center network architectures  scalable data center network architectures examples 
14_3,What are scalable data center network architectures.,What are some examples.,Describe the characteristics of FAT tree topology.,scalable data center network architectures  examples describe characteristics fat tree topology 
14_4,What are scalable data center network architectures.,Describe the characteristics of FAT tree topology.,What routes can be taken by an upstream packet.,scalable data center network architectures  describe characteristics fat tree topology routes upstream packet 
14_5,What are scalable data center network architectures.,What routes can be taken by an upstream packet.,Describe core  aggregator and edge switches.,scalable data center network architectures  routes upstream packet describe core  aggregator edge switches 
14_6,What are scalable data center network architectures.,Describe core  aggregator and edge switches.,Are flows bidirectional.,scalable data center network architectures  describe core  aggregator edge switches flows bidirectional 
14_7,What are scalable data center network architectures.,Are flows bidirectional.,How many forwarding rules are there in each layer of the tree.,scalable data center network architectures  flows bidirectional forwarding rules layer tree 
14_8,What are scalable data center network architectures.,How many forwarding rules are there in each layer of the tree.,Describe the jellyfish architecture.,scalable data center network architectures  forwarding rules layer tree describe jellyfish architecture 
14_9,What are scalable data center network architectures.,Describe the jellyfish architecture.,Which architecture is more resilient to failure.,scalable data center network architectures  describe jellyfish architecture architecture resilient failure 
15_1,Tell me about the International Linguistics Olympiad.,Tell me about the International Linguistics Olympiad.,Tell me about the International Linguistics Olympiad.,international linguistics olympiad  international linguistics olympiad international linguistics olympiad 
15_2,Tell me about the International Linguistics Olympiad.,Tell me about the International Linguistics Olympiad.,How do I prepare for the International Linguistics Olympiad.,international linguistics olympiad  international linguistics olympiad prepare international linguistics olympiad 
15_3,Tell me about the International Linguistics Olympiad.,How do I prepare for the International Linguistics Olympiad.,How tough is the exam.,international linguistics olympiad  prepare international linguistics olympiad tough exam 
15_4,Tell me about the International Linguistics Olympiad.,How tough is the exam.,What kind of problems can I expect.,international linguistics olympiad  tough exam kind problems expect 
15_5,Tell me about the International Linguistics Olympiad.,What kind of problems can I expect.,Tell me about the history of linguistics as a field.,international linguistics olympiad  kind problems expect history linguistics field 
15_6,Tell me about the International Linguistics Olympiad.,Tell me about the history of linguistics as a field.,Who was Panini and what were his contributions.,international linguistics olympiad  history linguistics field international linguistics olympiad international linguistics olympiad contributions 
15_7,Tell me about the International Linguistics Olympiad.,Who was Panini and what were his contributions.,What is the link between linguistics and computer science.,international linguistics olympiad  international linguistics olympiad international linguistics olympiad contributions link international linguistics olympiad computer science 
16_1,What is a normal blood sugar level.,What is a normal blood sugar level.,What is a normal blood sugar level.,normal blood sugar level  normal blood sugar level normal blood sugar level 
16_2,What is a normal blood sugar level.,What is a normal blood sugar level.,What does it mean if it's higher than this.,normal blood sugar level  normal blood sugar level normal blood sugar level higher normal blood sugar level 
16_3,What is a normal blood sugar level.,What does it mean if it's higher than this.,What is a dangerous level.,normal blood sugar level  normal blood sugar level higher normal blood sugar level dangerous level 
16_4,What is a normal blood sugar level.,What is a dangerous level.,How do you bring it down quickly.,normal blood sugar level  dangerous level bring normal blood sugar level quickly 
16_5,What is a normal blood sugar level.,How do you bring it down quickly.,How fast can it rise.,normal blood sugar level  bring normal blood sugar level quickly fast normal blood sugar level rise 
16_6,What is a normal blood sugar level.,How fast can it rise.,And what if it's lower than normal.,normal blood sugar level  fast normal blood sugar level rise normal blood sugar level lower normal 
16_7,What is a normal blood sugar level.,And what if it's lower than normal.,How does this make you feel.,normal blood sugar level  normal blood sugar level lower normal make feel 
16_8,What is a normal blood sugar level.,How does this make you feel.,Do different activities lead to an imbalance.,normal blood sugar level  make feel activities lead imbalance 
16_9,What is a normal blood sugar level.,Do different activities lead to an imbalance.,Is there a relation between age and sugar levels.,normal blood sugar level  activities lead imbalance relation age sugar levels 
17_1,What are the different forms of energy.,What are the different forms of energy.,What are the different forms of energy.,forms energy  forms energy forms energy 
17_2,What are the different forms of energy.,What are the different forms of energy.,How can the different forms of energy be stored.,forms energy  forms energy forms energy stored 
17_3,What are the different forms of energy.,How can the different forms of energy be stored.,What type of energy is used in motion.,forms energy  forms energy stored type energy motion 
17_4,What are the different forms of energy.,What type of energy is used in motion.,Tell me about mechanical energy.,forms energy  type energy motion mechanical energy 
17_5,What are the different forms of energy.,Tell me about mechanical energy.,Give me some examples.,forms energy  mechanical energy give examples 
17_6,What are the different forms of energy.,Give me some examples.,Why is sound a form of mechanical energy.,forms energy  give examples sound form mechanical energy 
17_7,What are the different forms of energy.,Why is sound a form of mechanical energy.,How does it differ from potential energy.,forms energy  sound form mechanical energy mechanical energy differ potential energy 
17_8,What are the different forms of energy.,How does it differ from potential energy.,Are potential and kinetic the same.,forms energy  mechanical energy differ potential energy potential kinetic 
17_9,What are the different forms of energy.,Are potential and kinetic the same.,What type does chemical energy belong to.,forms energy  potential kinetic type chemical energy belong 
17_10,What are the different forms of energy.,What type does chemical energy belong to.,What form of energy is used in eating.,forms energy  type chemical energy belong form energy eating 
18_1,Describe Uranus.,Describe Uranus.,Describe Uranus.,describe uranus  describe uranus describe uranus 
18_2,Describe Uranus.,Describe Uranus.,What makes it so unusual.,describe uranus  describe uranus makes unusual 
18_3,Describe Uranus.,What makes it so unusual.,Tell me about Describe Uranus orbit.,describe uranus  makes unusual orbit 
18_4,Describe Uranus.,Tell me about Describe Uranus orbit.,Why is Describe Uranus tilted.,describe uranus  orbit tilted 
18_5,Describe Uranus.,Why is Describe Uranus tilted.,How is Describe Uranus rotation different from other planets.,describe uranus  tilted rotation planets 
18_6,Describe Uranus.,How is Describe Uranus rotation different from other planets.,What is peculiar about Describe Uranus seasons.,describe uranus  rotation planets peculiar seasons 
18_7,Describe Uranus.,What is peculiar about Describe Uranus seasons.,Are there any other planets similar to it.,describe uranus  peculiar seasons planets similar 
18_8,Describe Uranus.,Are there any other planets similar to it.,Describe the characteristics of Neptune.,describe uranus  planets similar describe characteristics describe uranus 
18_9,Describe Uranus.,Describe the characteristics of Neptune.,Why is it important to our solar system.,describe uranus  describe characteristics describe uranus important solar system 
18_10,Describe Uranus.,Why is it important to our solar system.,How are these two planets similar to each other.,describe uranus  important solar system describe uranus   similar 
18_11,Describe Uranus.,How are these two planets similar to each other.,Can life exist on either of these two planets similar to each other.,describe uranus  describe uranus   similar life exist describe uranus   
19_1,What is chemical energy.,What is chemical energy.,What is chemical energy.,chemical energy  chemical energy chemical energy 
19_2,What is chemical energy.,What is chemical energy.,Describe a chemical reaction.,chemical energy  chemical energy describe chemical reaction 
19_3,What is chemical energy.,Describe a chemical reaction.,How is it represented mathematically.,chemical energy  describe chemical reaction chemical energy represented mathematically 
19_4,What is chemical energy.,How is it represented mathematically.,Give me an example.,chemical energy  chemical energy represented mathematically give 
19_5,What is chemical energy.,Give me an example.,What are the different kinds of reactions.,chemical energy  give kinds reactions 
19_6,What is chemical energy.,What are the different kinds of reactions.,What is a decomposition reaction.,chemical energy  kinds reactions decomposition reaction 
19_7,What is chemical energy.,What is a decomposition reaction.,How is it a chemical change.,chemical energy  decomposition reaction chemical energy chemical change 
19_8,What is chemical energy.,How is it a chemical change.,What is a synthesis reaction.,chemical energy  chemical energy chemical change synthesis reaction 
19_9,What is chemical energy.,What is a synthesis reaction.,Tell me the differences between synthesis and decomposition.,chemical energy  synthesis reaction differences synthesis decomposition 
20_1,Describe cell membranes.,Describe cell membranes.,Describe cell membranes.,describe cell membranes  describe cell membranes describe cell membranes 
20_2,Describe cell membranes.,Describe cell membranes.,What are Describe cell membranes important functions.,describe cell membranes  describe cell membranes important functions 
20_3,Describe cell membranes.,What are Describe cell membranes important functions.,Tell me about the phospholipid bilayer.,describe cell membranes  important functions phospholipid bilayer 
20_4,Describe cell membranes.,Tell me about the phospholipid bilayer.,What are the phospholipid bilayer functions.,describe cell membranes  phospholipid bilayer important functions  
20_5,Describe cell membranes.,What are the phospholipid bilayer functions.,What if the membrane gets damaged.,describe cell membranes  important functions  membrane damaged 
20_6,Describe cell membranes.,What if the membrane gets damaged.,Do the membrane gets damaged repair the membrane gets damaged.,describe cell membranes  membrane damaged membrane repair membrane 
20_7,Describe cell membranes.,Do the membrane gets damaged repair the membrane gets damaged.,Which nutrients may help in the repair process.,describe cell membranes  membrane repair membrane nutrients repair process 
21_1,What is weathering.,What is weathering.,What is weathering.,weathering  weathering weathering 
21_2,What is weathering.,What is weathering.,What are its major types.,weathering  weathering weathering major types 
21_3,What is weathering.,What are its major types.,Tell me about chemical weathering.,weathering  weathering major types chemical weathering 
21_4,What is weathering.,Tell me about chemical weathering.,How is it different from biological weathering.,weathering  chemical weathering weathering biological weathering 
21_5,What is weathering.,How is it different from biological weathering.,Does it change the composition of rocks.,weathering  weathering biological weathering weathering change composition rocks 
21_6,What is weathering.,Does it change the composition of rocks.,What is the end product of chemical weathering.,weathering  weathering change composition rocks end product chemical weathering  
21_7,What is weathering.,What is the end product of chemical weathering.,Give me an example.,weathering  end product chemical weathering  give 
21_8,What is weathering.,Give me an example.,What happens when quartz undergoes weathering.,weathering  give quartz undergoes weathering 
22_1,What are the most common spices used in cooking.,What are the most common spices used in cooking.,What are the most common spices used in cooking.,common spices cooking  common spices cooking common spices cooking 
22_2,What are the most common spices used in cooking.,What are the most common spices used in cooking.,How are the most common spices used in cooking different from herbs.,common spices cooking  common spices cooking common spices cooking herbs 
22_3,What are the most common spices used in cooking.,How are the most common spices used in cooking different from herbs.,Why do spices taste good.,common spices cooking  common spices cooking herbs spices taste good 
22_4,What are the most common spices used in cooking.,Why do spices taste good.,Where do most of them come from.,common spices cooking  spices taste good common spices cooking 
22_5,What are the most common spices used in cooking.,Where do most of them come from.,What cuisines use them heavily.,common spices cooking  common spices cooking cuisines common spices cooking heavily 
22_6,What are the most common spices used in cooking.,What cuisines use them heavily.,What are the most popular Indian ones.,common spices cooking  cuisines common spices cooking heavily popular indian 
22_7,What are the most common spices used in cooking.,What are the most popular Indian ones.,Tell me about turmeric.,common spices cooking  popular indian turmeric 
22_8,What are the most common spices used in cooking.,Tell me about turmeric.,Are there any benefits of consuming turmeric.,common spices cooking  turmeric benefits consuming turmeric 
22_9,What are the most common spices used in cooking.,Are there any benefits of consuming turmeric.,What is the oldest spice.,common spices cooking  benefits consuming turmeric oldest spice 
22_10,What are the most common spices used in cooking.,What is the oldest spice.,What is the most expensive and why.,common spices cooking  oldest spice expensive 
23_1,What are the main types of cattle farming.,What are the main types of cattle farming.,What are the main types of cattle farming.,main types cattle farming  main types cattle farming main types cattle farming 
23_2,What are the main types of cattle farming.,What are the main types of cattle farming.,What breeds produce the most milk.,main types cattle farming  main types cattle farming breeds produce milk 
23_3,What are the main types of cattle farming.,What breeds produce the most milk.,How much do Holsteins produce.,main types cattle farming  breeds produce milk holsteins produce 
23_4,What are the main types of cattle farming.,How much do Holsteins produce.,What is special about Jersey milk.,main types cattle farming  holsteins produce special jersey milk 
23_5,What are the main types of cattle farming.,What is special about Jersey milk.,Do we eat dairy cows.,main types cattle farming  special jersey milk eat dairy cows 
23_6,What are the main types of cattle farming.,Do we eat dairy cows.,What are the most common breeds for meat.,main types cattle farming  eat dairy cows common breeds meat 
23_7,What are the main types of cattle farming.,What are the most common breeds for meat.,Where are angus beef from.,main types cattle farming  common breeds meat angus beef 
23_8,What are the main types of cattle farming.,Where are angus beef from.,How much space do How much space need.,main types cattle farming  angus beef space 
24_1,How can I help my friend stop smoking.,How can I help my friend stop smoking.,How can I help my friend stop smoking.,friend stop smoking  friend stop smoking friend stop smoking 
24_2,How can I help my friend stop smoking.,How can I help my friend stop smoking.,What are its long term effects.,friend stop smoking  friend stop smoking smoking long term effects 
24_3,How can I help my friend stop smoking.,What are its long term effects.,Does its cause cancer.,friend stop smoking  smoking long term effects smoking cancer 
